Projeto:,Avaliador 1:,Avaliador 2:
a teoria dos grafos aplicada a analise das componentes curriculares de um curso de graduacao da ufpb,LAZARO DE SOUTO ARAUJO,RODRIGO BERNARDO DA SILVA
"sintese e caracterizacao de novos 1,3,4 oxadiazois derivados de anti inflamatorios nao esteroides",PETRONIO FILGUEIRAS DE ATHAYDE FILHO,RICARDO ALEXANDRE CAVALCANTI DE LIMA
"sexualidades e genero: dinamicas, dimensoes e intersubjetividade",CIZONE MARIA CARNEIRO ACIOLY,LENILDE DUARTE DE SA
"doencas de evolucao cronica: prevencao, cuidado e  qualidade de vida",ANGELA AMORIM DE ARAUJO,MARIA ADELAIDE SILVA PAREDES MOREIRA
acoes preventivas e o cuidar no contexto das doencas e condicoes cronicas,ALTAMIRA PEREIRA DA SILVA REICHERT,MARIA MIRIAM LIMA DA NOBREGA
perfil de usuarios da profilaxia para o hiv pos- exposicao ocupacional e sexual de um servico especializado na paraiba.,CIZONE MARIA CARNEIRO ACIOLY,MARIA BERNADETE DE SOUSA COSTA
parto domiciliar planejado: a historia de vida de mulheres que escolheram passar por essa experiencia,ALTAMIRA PEREIRA DA SILVA REICHERT,NEUSA COLLET
incorporacao de oleos essenciais de plantas aromaticas do nordeste brasileiro em filmes de quitosana como alternativa para inibicao de fungos patogenos pos-colheita,FLAVIA EMILIA LEITE DE LIMA FERREIRA,JAILANE DE SOUZA AQUINO
avaliacao do potencial probiotico de bacterias acido-lacticas isoladas de subprodutos do processamento de frutas cultivadas no nordeste brasileiro,FLAVIA EMILIA LEITE DE LIMA FERREIRA,MARIA DA CONCEICAO RODRIGUES GONCALVES
potencial da aplicacao dos oleos essenciais de mentha piperita l. (hortela-pimenta) e mentha arvensis l. (hortela-doce) como conservantes naturais de sucos de frutas tropicais,MARIA JOSE DE CARVALHO COSTA,RITA DE CASSIA RAMOS DO EGYPTO QUEIROGA
qualidade da dieta e fatores de risco para o desenvolvimento de doencas cardiovasculares e metabolicas em adolescentes da rede publica de ensino em joao pessoa -paraiba: um estudo longitudinal,EVANDRO LEITE DE SOUZA,MARIA DA CONCEICAO RODRIGUES GONCALVES
avaliacao da funcionalidade in vitro e in vivo da polpa de jambolao (syzygium cumini) liofilizado e seco em leito de jorro,MARIA DA CONCEICAO RODRIGUES GONCALVES,MARIA JOSE DE CARVALHO COSTA
"liquidos ionicos baseados em biomoleculas: sintese, caracterizacao e aplicacao em biofilmes",KAREN CACILDA WEBER,MARIO CESAR UGULINO DE ARAUJO
quantificacao de sulfitos em vinagre: uma proposta de novo metodo para quantificacao de sulfitos em alimentos,EVANDRO LEITE DE SOUZA,MARIA JOSE DE CARVALHO COSTA
avaliacao dos niveis sanguineos da 25-hidroxivitamina d em adolescentes de escolas publicas,FLAVIA EMILIA LEITE DE LIMA FERREIRA,JAILANE DE SOUZA AQUINO
"primeiro diagnostico e intervencao da situacao alimentar, nutricional e de doencas nao transmissiveis mais prevalentes da populacao do municipio de joao pessoa/pb",EVANDRO LEITE DE SOUZA,JAILANE DE SOUZA AQUINO
desenvolvimento e caracterizacao do iogurte caprino,MARIA DA CONCEICAO RODRIGUES GONCALVES,MARIA JOSE DE CARVALHO COSTA
queijos produzidos e comercializados no estado da paraiba: aspectos de qualidade nutricional,EVANDRO LEITE DE SOUZA,JAILANE DE SOUZA AQUINO
estudo exploratoriosobre os equipamentos sociais voltados a promocao da seguranca alimentar e nutricional em comunidades de joao pessoa,PATRICIA PINHEIRO FERNANDES VIEIRA,KATIA SUELY QUEIROZ SILVA RIBEIRO
estudo comparativo entre os ciclos de avaliacao externa do pmaq-ab com base nos fatores associados a satisfacao do usuario quanto aos cuidados ofertados na atencao basica em saude,ANA CLAUDIA CAVALCANTI PEIXOTO DE VASCONCELOS,LUCIANO BEZERRA GOMES
analise da relacao entre as condicoes de saude bucal e o tratamento quimioterapico em pacientes pediatricos oncologicos assistidos em um hospital de referencia na cidade de joao pessoa/pb,JULIANA SAMPAIO,PEDRO JOSE SANTOS CARNEIRO CRUZ
fixacao dos profissionais em saude da familia na paraiba: observacoes a partir do primeiro ciclo do pmaq,PATRICIA PINHEIRO FERNANDES VIEIRA,RICARDO DE SOUSA SOARES
melanoma cutaneo: perfil epidemiologico no hospital universitario lauro wanderley,KATIA SUELY QUEIROZ SILVA RIBEIRO,RICARDO DE SOUSA SOARES
construcao de indice de qualidade de cafe (iqc) baseada em medidas espectroanaliticas e analise multivariada,ELIZETE VENTURA DO MONTE,WILLIAME FARIAS RIBEIRO
a producao de redes de cuidado em saude mental: um olhar sobre o processo de trabalho do caps caminhar,WILTON WILNEY NASCIMENTO PADILHA,KATIA SUELY QUEIROZ SILVA RIBEIRO
a influencia do nasf no processo de trabalho da esf: uma analise a partir do 2o ciclo de avaliacao externa do pmaq-ab,WILTON WILNEY NASCIMENTO PADILHA,KATIA SUELY QUEIROZ SILVA RIBEIRO
a interdisciplinaridade na formacao e no trabalho em saude,WILTON WILNEY NASCIMENTO PADILHA,JULIANA SAMPAIO
analise da aplicacao da metodologia problematizadora na formacao em saude na ufpb,WILTON WILNEY NASCIMENTO PADILHA,SERGIO RIBEIRO DOS SANTOS
avaliacao da saude mental na atencao basica: reflexoes a partir da avaliacao externa do programa de melhoria do acesso e qualidade da atencao basica (pmaq-ab) em  municipios da paraiba,JORIA VIANA GUERREIRO,PEDRO JOSE SANTOS CARNEIRO CRUZ
gestao de qualidade: aplicabilidade das boas praticas de fabricacao nas feiras livres e mercados publicos do municipio de joao pessoa,ANA CLAUDIA CAVALCANTI PEIXOTO DE VASCONCELOS,PEDRO JOSE SANTOS CARNEIRO CRUZ
participacao social em saude: analise critica nos conselhos distritais de saude,JULIANA SAMPAIO,SERGIO RIBEIRO DOS SANTOS
rede cegonha na maternidade candida vargas,PATRICIA PINHEIRO FERNANDES VIEIRA,JULIANA SAMPAIO
perfil epidemiologico de criancas e adolescentes com doencas cronicas,ANA MARIA GONDIM VALENCA,PEDRO JOSE SANTOS CARNEIRO CRUZ
construcao da linha de cuidado em saude bucal,ANA CLAUDIA CAVALCANTI PEIXOTO DE VASCONCELOS,RICARDO DE SOUSA SOARES
indice de qualidade de cafe (iqc) baseado em medidas espectroanaliticas e analise multivariada,MARIA BETANIA HERMENEGILDO DOS SANTOS,SAVIO MOITA PINHEIRO
interacao entre compreensao e producao: uma proposta de modelo bidirecional para os desvios fonologicos,LUCIANE SPINELLI DE FIGUEIREDO PESSOA,MARINE RAQUEL DINIZ DA ROSA
a efetividade de duas abordagens de terapia fonoaudiologica em grupo para pacientes com disfonia comportamental,MARINE RAQUEL DINIZ DA ROSA,WAGNER TEOBALDO LOPES DE ANDRADE
"disturbios vocais na populacao de adultos do municipio de joao pessoa, pb: um estudo epidemiologico",ISABELLE CAHINO DELGADO,MARINE RAQUEL DINIZ DA ROSA
eficacia da laserterapia no tratamento fonoterapico,LEONARDO WANDERLEY LOPES,LUCIANE SPINELLI DE FIGUEIREDO PESSOA
intervencao fonoaudiologica na sindrome de down sob a perspectiva da linguagem,RICARDO DIAS DE CASTRO,LUCIANE SPINELLI DE FIGUEIREDO PESSOA
acuracia das medidas de analise acustica linear e nao linear na avaliacao dos disturbios da voz,ANA CARLA ESTELLITA VOGELEY,MARINE RAQUEL DINIZ DA ROSA
a visao do professor e suas atitudes frente a inclusao da crianca deficiente auditiva na escola,GIORVAN ANDERSON DOS SANTOS ALVES,WAGNER TEOBALDO LOPES DE ANDRADE
a respiracao em foco,ANA CARLA ESTELLITA VOGELEY,LEONARDO WANDERLEY LOPES
analise dos efeitos de um programa de assessoria em voz para teleoperadores,ISABELLE CAHINO DELGADO,LEONARDO WANDERLEY LOPES
voz do professor: analise dos efeitos de um programa de intervencao,GIORVAN ANDERSON DOS SANTOS ALVES,LEONARDO WANDERLEY LOPES
fotoquimica de clorofluorcarbonos (cfcs e hcfcs): um estudo td-dft.,GERD BRUNO DA ROCHA,SHERLAN GUIMARAES LEMOS
avaliacao da funcao auditiva na sindrome de down,ANA CARLA ESTELLITA VOGELEY,MARIA FABIANA BONFIM DE LIMA SILVA
zumbido e processamento auditivo: estudo em pacientes assistidos no servico multiprofissional de atendimento a pessoas com queixa de zumbido,ANNA ALICE FIGUEIREDO DE ALMEIDA,GIORVAN ANDERSON DOS SANTOS ALVES
caracterizacao de usuarios com queixas fonoaudiologicas do servico de atencao domiciliar,ANA CARLA ESTELLITA VOGELEY,LUCIANA PIMENTEL FERNANDES DE MELO
impacto do ruido na saude de trabalhadores,GIORVAN ANDERSON DOS SANTOS ALVES,LUCIANE SPINELLI DE FIGUEIREDO PESSOA
analise da influencia da estimulacao transcraniana por corrente continua catodica sobre a funcao motora da doenca de parkinson,ANTONIO GERALDO CIDRAO DE CARVALHO,PALLOMA RODRIGUES DE ANDRADE
desenvolvimento neuropsicomotor de pre-escolares inseridos em escola de uma instituicao federal de ensino superior,ELIANE ARAUJO DE OLIVEIRA,MARIA CLAUDIA GATTO CARDIA
determinacao do nivel de gravidade do trauma e o aceeso a fisioterapia em acidentados com motocicletas,ANGELA CRISTINA DORNELAS DA SILVA,NEIDE MARIA GOMES DE LUCENA
"hidroterapia, estimulacao transcraniana por corrente continua e menopausa",ADRIANA CARLA COSTA RIBEIRO CLEMENTINO,MARIA DE FATIMA ALCANTARA BARROS
alivio da dor e ansiedade no trabalho de parto,MARIA CLAUDIA GATTO CARDIA,NEIDE MARIA GOMES DE LUCENA
analise dos instrumentos de avaliacao da escola de posturas da ufpb e desenvolvimento de protocolo de avaliacao da flexibilidade da coluna vertebral,ANTONIO GERALDO CIDRAO DE CARVALHO,NEIDE MARIA GOMES DE LUCENA
"sintese, caracterizacao e propriedades luminescentes de compostos de diferentes centros metalicos para aplicacoes em dispositivos moleculares conversores de luz",FABIO PEDROSA LINS SILVA,RICARDO ALEXANDRE CAVALCANTI DE LIMA
avaliacao postural fotogrametrica em pacientes submetidos a cirurgia oncologica de mama antes e apos tratamento cinesionterapeutico,ADRIANA CARLA COSTA RIBEIRO CLEMENTINO,VALERIA LEITE SOARES
"qualidade de vida, estresse e proposta de tratamento fisioterapeutico em cuidadores de criancas com necessidades especiais",ADRIANA CARLA COSTA RIBEIRO CLEMENTINO,MARIA CLAUDIA GATTO CARDIA
analise doefeito dos leds no tratamento do envelhecimento facial,ANTONIO GERALDO CIDRAO DE CARVALHO,NEIDE MARIA GOMES DE LUCENA
efeito da eletrolipolise e da atividade aerobica no tecido adiposo subcutaneo abdominal de mulheres jovens: ensaio clinico controlado randomizado,ELIANE ARAUJO DE OLIVEIRA,STENIO MELO LINS DA COSTA
fatores associados a capacidade funcional e qualidade de vida de doentes neurologicos submetidos a intervencao fisoterapeutica.,ANTONIO GERALDO CIDRAO DE CARVALHO,MARIA CLAUDIA GATTO CARDIA
psoriase:para alem das lesoes na pele,ADRIANA CARLA COSTA RIBEIRO CLEMENTINO,PALLOMA RODRIGUES DE ANDRADE
efeito de um programa de treinamento fisico perfil glicemico e pressao arterial de diabeticos tipo 2,GILMARIO RICARTE BATISTA,MARIA DO SOCORRO CIRILO DE SOUSA
"efeito da suplementacao de suco de frutas sobre a imunocompetencia, estresse oxidativo, inflamacao e desempenho de corredores",CLARICE MARIA DE LUCENA MARTINS,MARIA DO SOCORRO CIRILO DE SOUSA
fatores envolvidos na perda de peso induzida pelo treinamento fisico,FILIPE FERREIRA DA COSTA,IRAQUITAN DE OLIVEIRA CAMINHA
acao para a saude,IRAQUITAN DE OLIVEIRA CAMINHA,MARIA DO SOCORRO CIRILO DE SOUSA
"novos compostos mistos de ions lantanideos com ligantes ?-dicetonatos alifaticos e indandionatos: sintese, caracterizacao, estruturas e propriedades luminescentes nas regioes do visivel e nir",LILIANA DE FATIMA BEZERRA LIRA DE PONTES,RODRIGO CRISTIANO
associacao entre sedentarismo e fatores ambientais em adolescentes,ALEXANDRE SERGIO SILVA,MARIA DO SOCORRO CIRILO DE SOUSA
"analise do desempenho tecnico-tatico, estado de humor e percepcao subjetiva em atletas de voleibol indoor e praia nos jogos escolares brasileiros",FILIPE FERREIRA DA COSTA,PIERRE NORMANDO GOMES-DA-SILVA
biopolitica e rejuvenescimento: tensoes entre vida e morte nas praticas de cuidar de si,ALEXANDRE SERGIO SILVA,GILMARIO RICARTE BATISTA
comportamento sedentario e marcadores de risco cardiometabolicos em adolescentes,FILIPE FERREIRA DA COSTA,GILMARIO RICARTE BATISTA
efeitos do treinamento de forca com restricao de fluxo sanguineo sobre as variaveis hemodinamicas e de dano muscular em individuos saudaveis e hipertensos,ALEXANDRE SERGIO SILVA,JOSE CAZUZA DE FARIAS JUNIOR
ergoespirometria em exercicios cardiorrespiratorios e forca com restricao de fluxo sanguineo em atletas de esportes coletivos,ALEXANDRE SERGIO SILVA,IRAQUITAN DE OLIVEIRA CAMINHA
analitica-existencial do jogo: investigando modos de agir criativos,FILIPE FERREIRA DA COSTA,IRAQUITAN DE OLIVEIRA CAMINHA
sugestoes de adubacao para o estado da paraiba (2a aproximacao),FRANCISCO BORJA RUIZ REVERTER,RAPHAEL MOREIRA BEIRIGO
sugestoes de adubacao para o estado da paraiba (2a aproximacao) ? cultura da cana-de-acucar,FRANCISCO BORJA RUIZ REVERTER,ROSEILTON FERNANDES DOS SANTOS
"qualidade fisiologica de sementes de vigna unguiculata (l.) walp., em funcao da colheita",EDNA URSULINO ALVES,VALERIA PEIXOTO BORGES
novos materiais hibridos organico-inorganicos luminescentes contendo complexos de ions lantanideos ligados covalentemente as superficies de vermiculita,IEDA MARIA GARCIA DOS SANTOS,SILMAR ANDRADE DO MONTE
rendimento do inhame em funcao de doses de nitrogenio e sistemas de tutoramento,FABRICIO LOPES DE MACEDO,MARCOS BARROS DE MEDEIROS
"identificacao, caracterizacao e pontencial de uso de rizobios de fabaceas nativas da caatinga",BRUNO DE OLIVEIRA DIAS,RAPHAEL MOREIRA BEIRIGO
"respostas do abacaxizeiro perola as doses de npks, calagem e micronutrientes em solos de tabuleiros costeiros paraibanos",MARCIA ROSEANE TARGINO DE OLIVEIRA,REJANE MARIA NUNES MENDONCA
producao e avaliacao de silagem e feno do residuo de cultivo de batata-doce para alimentacao animal,MARCIA ROSEANE TARGINO DE OLIVEIRA,SILVANIA MARIA DE SOUZA GOMES NASCIMENTO
"nim e noni: producao, estado nutricional e qualidade dos frutos sob diferentes manejos",FRANCISCO BORJA RUIZ REVERTER,REJANE MARIA NUNES MENDONCA
dinamica do carbono e nitrogenio e emissoes de gases do efeito estufa em solos sob diferentes sistemas de uso na regiao semiarida,ALVARO CARLOS GONCALVES NETO,SILVANDA DE MELO SILVA
analise faunistica e flutuacao populacional de moscas-das-frutas (diptera: tephritidae) e parasitoides em pomares fruticolas no brejo paraibano,MANOEL ALEXANDRE DINIZ NETO,MARCOS BARROS DE MEDEIROS
avaliacao e difusao de genotipos precoces e de maior potencial produtivo de feijao-fava,ALBERICIO PEREIRA DE ANDRADE,SILVANDA DE MELO SILVA
fortalecimento da cadeia produtiva de feijao-fava no brejo paraibano,EDNA URSULINO ALVES,MARCIA ROSEANE TARGINO DE OLIVEIRA
"caracterizacao morfologica de frutos, sementes e fases da germinacao e qualidade fisiologica de sementes de inga laurina (sw.) willd. fracionadas",DJAIL SANTOS,ROSEILTON FERNANDES DOS SANTOS
sintese de novos adutos de morita-baylis-hillman com potenciais atividades anticancer,RICARDO ALEXANDRE CAVALCANTI DE LIMA,SILMAR ANDRADE DO MONTE
desenvolvimento e difusao de tecnologias na agricultura familiar: avaliacao e difusao de genotipos precoces e de maior potencial produtivo de feijao-fava,BRUNO DE OLIVEIRA DIAS,SILVANDA DE MELO SILVA
espacamentos de leguminosas para a producao de sementes no semiarido paraibano,MARCIA ROSEANE TARGINO DE OLIVEIRA,RAPHAEL ABRAHAO
eficiencia de adubos organicos em agroecossistemas agroecologicos,BELISIA LUCIA MOREIRA TOSCANO DINIZ,REJANE MARIA NUNES MENDONCA
tecnicas de computacao neural para estimar evapotranspiracao de referencia,FILLIPE SILVEIRA MARINI,WALTER ESFRAIN PEREIRA
aplicacao das ferramentas de geoprocessamento como apoio ao gerenciamento dos recursos naturais,ALBERICIO PEREIRA DE ANDRADE,NIVANIA PEREIRA DA COSTA
relacoes entre atributos fisicos e quimicos do solo e o uso da agua em arroz vermelho no vale do pianco.,ALEXANDRE PAIVA DA SILVA,VALERIA PEIXOTO BORGES
potencialidade de multiplicacao do parasitoide de ovos trichogramma pretriosum (hymenoptera:trichogrammatidae) para controle biologico no estado da paraiba,ALVARO CARLOS GONCALVES NETO,SILVANIA MARIA DE SOUZA GOMES NASCIMENTO
revestimento antimicrobiano no controle de botrytis cinerea em uva aitaliaa,BELISIA LUCIA MOREIRA TOSCANO DINIZ,MARCOS BARROS DE MEDEIROS
efeito da aplicacao de oleo vegetal e quitosana na pre e pos-colheita da goiaba paluma,DJAIL SANTOS,NIVANIA PEREIRA DA COSTA
reducao das perdas de agua do solo tratado com biofertilizante bovino e humitec via agua no cultivo do maracujazeiro amarelo irrigado com agua salina,LAESIO PEREIRA MARTINS,MANOEL ALEXANDRE DINIZ NETO
desenvolvimento de novos catalisadores inorganicos para reacoes de fixacao de co2,EDVAN CIRINO DA SILVA,MARIO CESAR UGULINO DE ARAUJO
controle da murcha-de-fusarium (fusarium oxysporum f. sp. vasinfectum) em populacoes de algodoeiro do semiarido brasileiro,ADAILSON PEREIRA DE SOUZA,WALTER ESFRAIN PEREIRA
resistencia induzida por elicitores no manejo de colletrotrichum truncatum em feijao-fava (phaseolus lunatus l.),BELISIA LUCIA MOREIRA TOSCANO DINIZ,MARCOS BARROS DE MEDEIROS
uso da cromatografia de pfeiffer para identificacao qualitativa do manejo dos solos de comunidades rurais no brejo paraibano,ALVARO CARLOS GONCALVES NETO,RAUNIRA DA COSTA ARAUJO
analise das potencialidades industriais das materias-primas alimenticias regionais,GUTTEMBERG DA SILVA SILVINO,PERICLES DE FARIAS BORGES
crescimento e desenvolvimento da cultura do feijoeiro (phaseolus vulgaris l.) submetidos a tratamentos com biofertilizantes liquidos,DJAIL SANTOS,ROSEILTON FERNANDES DOS SANTOS
bioatividade do biofertilizante liquido sobre insetos fitofagos em tangerineiras (citrus reticulata),GUTTEMBERG DA SILVA SILVINO,LOURIVAL FERREIRA CAVALCANTE
atracao e mortalidade de coleobrocas expostas a tecidos de musa sp. inoculados com o fungo entomopatogenico beauveria bassiana.,EDNA URSULINO ALVES,NIVANIA PEREIRA DA COSTA
propagacao de umbuzeiro (spondias tuberosa arr. cam.) e enriquecimento  de areas de caatinga no curimatau paraibano,ADAILSON PEREIRA DE SOUZA,FILLIPE SILVEIRA MARINI
evapotranspiracao utilizando diversos metodos no estado da paraiba,FILLIPE SILVEIRA MARINI,MANOEL ALEXANDRE DINIZ NETO
mudancas climaticas e seus impactos no nordeste brasileiro,ALEXANDRE PAIVA DA SILVA,LOURIVAL FERREIRA CAVALCANTE
modelagem de dados simbolicos de natureza intervalar,HEMILIO FERNANDES CAMPOS COELHO,TATIENE CORREIA DE SOUZA
materiais hibridos organico-inorganicos: investigacao das propriedades de grupos moleculares funcionais incorporados as matrizes polimericas e aplicacoes,LILIANA DE FATIMA BEZERRA LIRA DE PONTES,MARIO LUIZ ARAUJO DE ALMEIDA VASCONCELLOS
mineralogia de solos com risco de salinizacao no perimetro irrigado de sao goncalo - pb,ALEXANDRE PAIVA DA SILVA,PERICLES DE FARIAS BORGES
levantamento da densidade de plantas e producao de mudas de umbuzeiro,LAESIO PEREIRA MARTINS,SILVANDA DE MELO SILVA
"producao e qualidade nutricional do feijao ""gurutuba"" em resposta a diferentes adubacoes",ALEXANDRE PAIVA DA SILVA,REJANE MARIA NUNES MENDONCA
difusao tecnologica para implantacao da producao integrada e da adubacao organica estruturada na abacaxicultura familiar e de assentamentos rurais do semi-arido paraibano,ALVARO CARLOS GONCALVES NETO,VALERIA PEIXOTO BORGES
caracterizacao dos aspectos agronomicos para o cultivo do noni (morinda citrifolia l.),JACINTO DE LUNA BATISTA,ROSEILTON FERNANDES DOS SANTOS
"genese de solos em brejo de altitude na propriedade jardim, area experimental do cca/ufpb",LUCIANA CORDEIRO DO NASCIMENTO,PERICLES DE FARIAS BORGES
ensaios de adubacao organica e adubacao mineral na microrregiao da mata paraibana,EDNA URSULINO ALVES,NIVANIA PEREIRA DA COSTA
qualidade e agregacao de valor em variedades de mangas regionais,ADAILSON PEREIRA DE SOUZA,PERICLES DE FARIAS BORGES
"fisiologia, qualidade e potencial de mercado de cultivares de abacaxi tradicionais e introduzidas na paraiba produzidas sob manejo organico e convencional",CARLOS HENRIQUE DE BRITO,LOURIVAL FERREIRA CAVALCANTE
"compostos biativos, potencial antioxidante e conservacao pos-colheita sob atmosfera modificada de frutas nativas e nao tradicionais do nordeste do brasil",LOURIVAL FERREIRA CAVALCANTE,RAPHAEL MOREIRA BEIRIGO
metodos de quimica quantica aplicados a moleculas de interesse biologico,EDVAN CIRINO DA SILVA,WAGNER DE MENDONCA FAUSTINO
"qualidade, propriedades funcionais e conservacao pos-colheita de frutos tropicais sob recobrimentos biodegradaveis",FRANCISCO BORJA RUIZ REVERTER,FILLIPE SILVEIRA MARINI
restaurao ecolgica de reas impactadas por disposio de lixo urbano na paraba: contribuio do vetiver (vetiveria zizanioides l.) no processo de fitorremediao de metais pesados.,ADEMAR PEREIRA DE OLIVEIRA,RAPHAEL MOREIRA BEIRIGO
irrigacao com aguas salinas e aplicacao de biofertilizante em culturas agricolas,ADAILSON PEREIRA DE SOUZA,WALTER ESFRAIN PEREIRA
manejo da fertirrigacao e da irrigacao com agua salina sobre os aspectos ecofisiologicos e de producao das culturas agricolas,BRUNO DE OLIVEIRA DIAS,VALERIA PEIXOTO BORGES
manejo da fertirrigacao sobre os aspectos ecofisiologicos e de producao das culturas agricolas,DJAIL SANTOS,MANOEL ALEXANDRE DINIZ NETO
manejo da fertirrigacao com agua salina sobre os aspectos ecofisiologicos e de producao de especies frutiferas,GUTTEMBERG DA SILVA SILVINO,SILVANIA MARIA DE SOUZA GOMES NASCIMENTO
analise da producao primaria liquida e transpiracao de areas agricolas do cerrado no piaui com produtos de sensoriamento remoto,ALBERICIO PEREIRA DE ANDRADE,THIAGO JARDELINO DIAS
"crescimento e teores de  macronutrientes em mudas de mangueira coquinho em substratos contendo vermiculita, solo e esterco",GUTTEMBERG DA SILVA SILVINO,LAESIO PEREIRA MARTINS
crescimento inicial da tangerineira sunki tropical e limoeiro cravo santa cruz irrigados com agua salina,BRUNO DE OLIVEIRA DIAS,SILVANIA MARIA DE SOUZA GOMES NASCIMENTO
dinamica populacional de roedores e marsupiais no extremo norte da mata atlantica,CLAUIRTON DE ALBUQUERQUE SIEBRA,CARLOS ANTONIO CABRAL DOS SANTOS
simulacao molecular de compostos de coordenacao contendo ions lantanideos uteis para imagem por ressonancia magnetica (mri),EDVAN CIRINO DA SILVA,SAVIO MOITA PINHEIRO
aproveitamento da cinza da casca de arroz vermelho na elaboracao de materiais de construcao,ANA CAROLINA FIGUEIREDO LACERDA SAKAMOTO,ALESSANDRA SOUSA BRAZ CALDAS DE ANDRADE
"fitossociologia, composicao floristica e disponibilidade de forragem de areas de caatinga do cariri paraibano",ALINE MENDES RIBEIRO,LEONARDO AUGUSTO FONSECA PASCOAL
respostas da palma forrageira cv. miuda sob diferentes densidades de plantio e adubacoes organicas,ARIOSVALDO NUNES DE MEDEIROS,EDSON MAURO SANTOS
avaliacao da silagem de capim-elefante (pennisetum purpureum schum.) associado a diferentes proporcoes de gliricidia (gliricidia sepium),ARIOSVALDO NUNES DE MEDEIROS,SAFIRA VALENCA BISPO
impacto do sistema de alimentacao sobre a producao e  a qualidade do leite de caprinos no semiarido,CARLA APARECIDA SOARES SARAIVA,PAULO SERGIO DE AZEVEDO
criacao de bezerros leiteiros em diferentes instalacoes,EDILSON PAES SARAIVA,JULIANA SILVA DE OLIVEIRA
producao e utilizacao de silagem de colostro bovino como alimento alternativo no aleitamento de bezerros leiteiros durante a fase de cria,CARLA APARECIDA SOARES SARAIVA,JOSE HUMBERTO VILAR DA SILVA
producao de serapilheira em areas de caatinga submetida a diferentes taxa de lotacao no cariri paraibano,ARIOSVALDO NUNES DE MEDEIROS,SAFIRA VALENCA BISPO
"caracteristicas anatomofisiologicas de caprinos e ovinos, no semiarido brasileiro",CARLOS AUGUSTO ALANIS CLEMENTE,SEVERINO GONZAGA NETO
prospeccao de bacterias laticas na ensilagem de sorgo e seu uso como inoculante para silagens,CARLOS AUGUSTO ALANIS CLEMENTE,ROSEANE MADEIRA BEZERRA
fotocatalise heterogenea aplicada na descoloracao/degradacao de azo-corantes,FERNANDO JOSE VOLPI EUSEBIO DE OLIVEIRA,WAGNER DE MENDONCA FAUSTINO
utilizacao de enzimas em dietas para poedeiras leves,EDILSON PAES SARAIVA,JOSE HUMBERTO VILAR DA SILVA
"adensamento energetico, aminoacidico e de minerais em dietas para poedeiras leves em postura",JULIANA SILVA DE OLIVEIRA,SARAH GOMES PINHEIRO
inovacao na cadeia da caprinocultura  como forma de contribuir com o desenvolvimento regional,ARIOSVALDO NUNES DE MEDEIROS,LEONARDO AUGUSTO FONSECA PASCOAL
estimativas de parametros geneticos e de ambiente para medidas repetidas de producao de leite em caprinos,ALBERICIO PEREIRA DE ANDRADE,PAULO SERGIO DE AZEVEDO
efeitos de um complexo enzimatico na valorizacao dos nutrientes mais onerosos da dieta de tilapia do nilo,ANA PATRICIA ALMEIDA BEZERRA,PAULO SERGIO DE AZEVEDO
restricao alimentar sobre o desempenho de frangos de corte,EDILSON PAES SARAIVA,SAFIRA VALENCA BISPO
programa de alimentacao sobre o desempenho e qualidade de carne de frangos de corte,JOSE HUMBERTO VILAR DA SILVA,RICARDO ROMAO GUERRA
efeito da concentracao de amonia ruminal sobre o aproveitamento de forragem para caprinos,CARLOS AUGUSTO ALANIS CLEMENTE,JOSE HUMBERTO VILAR DA SILVA
l- glutamina e l-acido glutamico em dietas simples e complexas para leitoes desmamados,FERNANDO GUILHERME PERAZZO COSTA,JULIANA SILVA DE OLIVEIRA
residuo do processamento do tomate em dietas para coelhos em crescimento,DIVAN SOARES DA SILVA,GEORGE RODRIGO BELTRAO DA CRUZ
eficiencia da fotodegradacao de triclosan e testes de sensibilidade aos subprodutos com sementes de hortalicas e microalgas,FERNANDO JOSE VOLPI EUSEBIO DE OLIVEIRA,MARIA BETANIA HERMENEGILDO DOS SANTOS
avaliacao de equinos em diferentes momentos das provas no circuito de vaquejada,CARLA APARECIDA SOARES SARAIVA,LEONARDO AUGUSTO FONSECA PASCOAL
qualidade da carne de ovinos sprd alimentados com silagem de palma (opuntia ficus) associada a ofertas intermitentes de agua na dieta,ALINE MENDES RIBEIRO,MARIA LINDOMARCIA LEONARDO DA COSTA
caracteristicas histologicas do hepatopancreas do camarao de agua doce (macrobrachium rosenbergii),ALINE MENDES RIBEIRO,JULIANA SILVA DE OLIVEIRA
"efeito da suplementacao com metionina na expressao (proteica e mrna) de trpv 5 e calbindin d28k no intestino, rim e utero de poedeiras termoneutras e sob stress termico",CARLOS AUGUSTO ALANIS CLEMENTE,LEONARDO AUGUSTO FONSECA PASCOAL
"adensamento energetico, aminoacidico e de minerais em dietas para poedeiras leves em crescimento",CARLA APARECIDA SOARES SARAIVA,JOSE JORDAO FILHO
solubilidade e analise biologica de ureia de liberacao lenta,ALINE MENDES RIBEIRO,PAULO SERGIO DE AZEVEDO
utilizacao de graos de sorgo com tanino e acido tanico na dieta de vacas girolando em lactacao,EDILSON PAES SARAIVA,FLAVIA DE OLIVEIRA PAULINO
modulacao da expressao genica do tecido uterino pelo embriao bovino: influencia no metabolismo e transporte celular,RICARDO BARBOSA DE LUCENA,SIMONE BOPP
